call_id,Customer  Id,Call Type,Date Created Local,Created At Local,Call Started Local,Scheduled Start Date Local,Scheduled Start Time Local,Scheduled End Time Local,Status,Booking Title,Booked By Staff Id,Staff First Joined Activity Timestamps Local,Staff Joined Activities Timestamps Local,Staff Joined Count,Staff Left Activities Timestamps UTC,Customer Joined Count,Customer Joined Activities Timestamps UTC,Customer Left Activities Timestamps UTC,Customer Enabled Video,Call Result,Call Duration (Sec),Staff Score,Avg Customer Rating (Overall),"Rating Question ""How Was The Stream Quality""","Rating Question ""Did you find your rep helpful?""","Rating Question ""How likely are you to use this service again""?",purchase_made_after_call,purchase_value_usd,timestamp of checkout,days_between_call_and_purchase
9430254,7fx7mmju-ax5t-x76c-rj7g-3w6oibn1sskn,BOOKING,28/03/2021,28/03/2021 20:59,30/03/2021 10:15,30/03/2021,30/03/2021 10:15,30/03/2021 10:25,ENDED,Live expert booking - All Goods,22337,30/03/2021 10:15,30/03/2021 10:15,1,30/03/2021 10:35,1,30/03/2021 10:15,,1,Booking - Successful call,1224,3,4.67,5,4,5,NO,,,
9443122,jkcixj7m-ptn9-36h0-5a70-ksf6245uhpfl,BOOKING,29/03/2021,29/03/2021 12:45,30/03/2021 12:45,30/03/2021,30/03/2021 12:45,30/03/2021 12:55,ENDED,Live expert booking - All Goods,21998,30/03/2021 12:45,30/03/2021 12:45,1,30/03/2021 13:02,1,30/03/2021 12:43,,1,Booking - Successful call,1043,3,5,5,5,5,NO,,,
9447143,tsadh76r-37ai-d44y-gc6b-zeotull2txov,BOOKING,29/03/2021,29/03/2021 14:09,30/03/2021 14:58,30/03/2021,30/03/2021 15:00,30/03/2021 15:10,ENDED,Live expert booking - All Goods,21998,30/03/2021 14:54,30/03/2021 14:54,1,30/03/2021 15:01,1,30/03/2021 14:58,,1,Booking - Successful call,207,4,,,,,NO,,,
9450278,ck8bc67t-0h6u-2sry-9nyi-4h6l8oeacutz,BOOKING,29/03/2021,29/03/2021 15:12,30/03/2021 18:38,30/03/2021,30/03/2021 18:30,30/03/2021 18:40,ENDED,Live expert booking - All Goods,21998,30/03/2021 18:38,30/03/2021 18:38,1,30/03/2021 18:51,1,30/03/2021 18:32,30/03/2021 18:51,1,Booking - Successful call,782,3,,,,,NO,,,
9451110,frh0av3o-0xag-ujya-d8no-acoqgwwsf9a5,BOOKING,29/03/2021,29/03/2021 15:29,30/03/2021 15:32,30/03/2021,30/03/2021 15:30,30/03/2021 15:40,ENDED,Live expert booking - All Goods,21556,30/03/2021 15:32,30/03/2021 15:32,1,30/03/2021 15:33,2,"2021-03-30 15:29:52, 2021-03-30 15:33:29",,1,Booking - Successful call,58,1,,,,,NO,,,
9464048,v09u2l1z-xpj8-ay6c-kep7-ndsm4i14a78e,BOOKING,29/03/2021,29/03/2021 22:02,31/03/2021 17:43,31/03/2021,31/03/2021 17:45,31/03/2021 17:55,ENDED,Live expert booking - All Goods,22337,31/03/2021 17:42,31/03/2021 17:42,1,31/03/2021 17:47,1,31/03/2021 17:43,,1,Booking - Successful call,219,3,,,,,NO,,,
9525573,jk934u6t-03ia-xety-dtor-2lxi9qqzzz57,BOOKING,01/04/2021,01/04/2021 11:11,02/04/2021 13:57,02/04/2021,02/04/2021 14:00,02/04/2021 14:10,ENDED,Live expert booking - All Goods,21998,02/04/2021 13:55,02/04/2021 13:55,1,02/04/2021 14:55,1,02/04/2021 13:57,,1,Booking - Successful call,3466,3,5,5,5,5,NO,,,
9528767,hwx1tja2-ybn3-q13d-e9t6-xnnmy6d67u30,BOOKING,01/04/2021,01/04/2021 12:45,02/04/2021 12:45,02/04/2021,02/04/2021 12:45,02/04/2021 12:55,ENDED,Live expert booking - All Goods,22613,02/04/2021 12:45,02/04/2021 12:45,1,02/04/2021 12:55,1,02/04/2021 12:45,,1,Booking - Successful call,579,,4.67,5,5,4,NO,,,
9534229,2kgvf9ji-suhl-khc8-5cqs-vmmveaainr9y,BOOKING,01/04/2021,01/04/2021 15:14,02/04/2021 15:20,02/04/2021,02/04/2021 15:15,02/04/2021 15:25,ENDED,Live expert booking - All Goods,21998,02/04/2021 15:09,02/04/2021 15:09,1,02/04/2021 15:24,5,"2021-04-02 15:12:30, 2021-04-02 15:14:51, 2021-04-02 15:19:13, 2021-04-02 15:20:41, 2021-04-02 15:20:54",,1,Booking - Successful call,239,3,4.33,5,3,5,NO,,,
9535971,sff5vztd-xrof-6r79-3f7n-ljdmfi0c7i0d,BOOKING,01/04/2021,01/04/2021 16:02,02/04/2021 16:01,02/04/2021,02/04/2021 16:00,02/04/2021 16:20,ENDED,Live expert booking - All Goods,22852,02/04/2021 16:01,02/04/2021 16:01,1,02/04/2021 16:22,1,02/04/2021 16:00,,1,Booking - Successful call,1286,,4.67,5,4,5,NO,,,
9537095,1muzb9is-uzlo-yr3a-nvs5-dlb3pac77tp0,BOOKING,01/04/2021,01/04/2021 16:35,02/04/2021 16:51,02/04/2021,02/04/2021 16:45,02/04/2021 16:55,ENDED,Live expert booking - All Goods,22017,02/04/2021 16:45,"2021-04-02 16:45:34, 2021-04-02 16:46:05",2,"2021-04-02 16:45:59, 2021-04-02 17:04:22",1,02/04/2021 16:51,,1,Booking - Successful call,764,4,,,,,NO,,,
9540250,24i84686-0qtg-yasa-k4j5-cymazms2elaf,BOOKING,01/04/2021,01/04/2021 18:17,02/04/2021 18:44,02/04/2021,02/04/2021 18:45,02/04/2021 18:55,ENDED,Live expert booking - All Goods,22017,02/04/2021 18:41,"2021-04-02 18:41:29, 2021-04-02 18:42:46, 2021-04-02 18:52:45",3,"2021-04-02 18:52:39, 2021-04-02 18:58:58",1,02/04/2021 18:44,,1,Booking - Successful call,872,1,,,,,NO,,,
9547296,ondg5mxk-j0ti-0d8u-gyae-w8rwxh1ukarc,BOOKING,02/04/2021,02/04/2021 09:37,03/04/2021 18:01,03/04/2021,03/04/2021 18:00,03/04/2021 18:10,ENDED,Live expert booking - All Goods,22613,03/04/2021 18:01,03/04/2021 18:01,1,03/04/2021 18:17,1,03/04/2021 18:01,,1,Booking - Successful call,980,3,5,5,5,5,NO,,,
9564085,hyrjivel-kx4n-2b43-bweg-az8kwojn8t81,BOOKING,02/04/2021,02/04/2021 18:09,03/04/2021 18:30,03/04/2021,03/04/2021 18:30,03/04/2021 18:40,ENDED,Live expert booking - All Goods,21998,03/04/2021 18:24,"2021-04-03 18:24:52, 2021-04-03 18:25:08",2,"2021-04-03 18:25:01, 2021-04-03 18:34:06",1,03/04/2021 18:30,,0,Booking - Successful call,210,3,,,,,NO,,,
9564211,recu96b2-m0ns-84ai-9333-woi0ngk384jm,BOOKING,02/04/2021,02/04/2021 18:14,04/04/2021 16:47,04/04/2021,04/04/2021 16:45,04/04/2021 16:55,ENDED,Live expert booking - All Goods,22858,04/04/2021 16:44,04/04/2021 16:44,1,04/04/2021 16:56,1,04/04/2021 16:47,,1,Booking - Successful call,506,4,5,5,5,5,NO,,,
9569933,27eykfhg-2iai-phul-6l7e-xlj9jmje2rvm,BOOKING,03/04/2021,03/04/2021 07:53,04/04/2021 13:44,04/04/2021,04/04/2021 13:45,04/04/2021 13:55,ENDED,Live expert booking - All Goods,22858,04/04/2021 13:44,04/04/2021 13:44,1,04/04/2021 13:53,1,04/04/2021 13:44,,1,Booking - Successful call,568,4,5,5,5,5,NO,,,
9573042,xy4yjo42-y11w-d39f-4bel-v5hjcegadhi0,BOOKING,03/04/2021,03/04/2021 10:27,04/04/2021 13:15,04/04/2021,04/04/2021 13:15,04/04/2021 13:25,ENDED,Live expert booking - All Goods,22858,04/04/2021 13:15,04/04/2021 13:15,1,04/04/2021 13:22,1,04/04/2021 13:15,,1,Booking - Successful call,415,4,,,,,NO,,,
9583133,0eabz3ir-0tic-x0e0-un6f-4g85yhenkkld,BOOKING,03/04/2021,03/04/2021 14:46,05/04/2021 17:02,05/04/2021,05/04/2021 17:00,05/04/2021 17:20,ENDED,Live expert booking - All Goods,22613,05/04/2021 16:57,"2021-04-05 16:57:57, 2021-04-05 16:59:32, 2021-04-05 17:02:15",3,"2021-04-05 16:59:28, 2021-04-05 17:11:41",3,"2021-04-05 16:59:53, 2021-04-05 17:01:03, 2021-04-05 17:02:35","2021-04-05 17:00:45, 2021-04-05 17:11:41",1,Booking - Successful call,542,4,4.33,5,3,5,NO,,,
9591832,9625zdg9-bp0u-zx8t-4q5h-4i4m0doju5jw,BOOKING,03/04/2021,03/04/2021 21:37,05/04/2021 16:03,05/04/2021,05/04/2021 16:00,05/04/2021 16:10,ENDED,Live expert booking - All Goods,22337,05/04/2021 16:03,05/04/2021 16:03,1,05/04/2021 16:22,3,"2021-04-05 16:01:21, 2021-04-05 16:03:11, 2021-04-05 16:05:02",05/04/2021 16:21,1,Booking - Successful call,1151,3,4,4,3,5,NO,,,
9592763,qh396wl9-6w1j-laxj-t8ps-f23gvbw96c1n,BOOKING,04/04/2021,04/04/2021 02:57,08/04/2021 13:07,08/04/2021,08/04/2021 13:00,08/04/2021 13:10,ENDED,Live expert booking - All Goods,22854,08/04/2021 12:54,"2021-04-08 12:54:27, 2021-04-08 12:59:48, 2021-04-08 13:07:02",3,"2021-04-08 12:59:39, 2021-04-08 13:00:24, 2021-04-08 13:18:58",3,"2021-04-08 13:01:47, 2021-04-08 13:04:29, 2021-04-08 13:04:34",,1,Booking - Successful call,710,3,,,,,NO,,,
9593352,ggljuhr8-3rcw-ar5o-odib-ssy1jzh9j8fp,BOOKING,04/04/2021,04/04/2021 10:25,05/04/2021 10:32,05/04/2021,05/04/2021 10:30,05/04/2021 10:40,ENDED,Live expert booking - All Goods,22337,05/04/2021 10:29,05/04/2021 10:29,1,05/04/2021 10:38,1,05/04/2021 10:32,,1,Booking - Successful call,344,3,4.33,4,4,5,NO,,,
9593424,8z7ve5oy-nkit-1yxx-ld18-lwj6pxkvv74k,BOOKING,04/04/2021,04/04/2021 10:35,05/04/2021 12:05,05/04/2021,05/04/2021 12:00,05/04/2021 12:10,ENDED,Live expert booking - All Goods,22337,05/04/2021 11:59,05/04/2021 11:59,1,05/04/2021 13:00,2,"2021-04-05 12:05:05, 2021-04-05 12:44:12",05/04/2021 13:00,1,Booking - Successful call,2319,3,,,,,NO,,,
9594276,qzxkg279-8l7c-0esk-nvc7-yy29bpl88zec,BOOKING,04/04/2021,04/04/2021 11:45,06/04/2021 11:00,06/04/2021,06/04/2021 11:00,06/04/2021 11:10,ENDED,Live expert booking - All Goods,22017,06/04/2021 10:57,06/04/2021 10:57,1,06/04/2021 11:08,1,06/04/2021 11:00,,1,Booking - Successful call,469,4,,,,,NO,,,
9596434,6wo8kdwv-89ds-a6zw-3blg-n3dnwquxui9q,BOOKING,04/04/2021,04/04/2021 14:58,05/04/2021 16:01,05/04/2021,05/04/2021 16:00,05/04/2021 16:10,ENDED,Live expert booking - All Goods,22852,05/04/2021 15:59,05/04/2021 15:59,1,05/04/2021 16:20,1,05/04/2021 16:01,05/04/2021 16:20,1,Booking - Successful call,1147,4,4.67,5,4,5,NO,,,
9596698,hnb77dpi-j89v-5ceo-yatj-uq4p9nsh06su,BOOKING,04/04/2021,04/04/2021 15:19,05/04/2021 15:27,05/04/2021,05/04/2021 15:30,05/04/2021 15:45,ENDED,Live expert booking - All Goods,21556,05/04/2021 15:27,05/04/2021 15:27,1,05/04/2021 15:38,1,05/04/2021 15:27,,0,Booking - Successful call,664,3,4.33,5,3,5,NO,,,
9596909,5fdv0b9x-hlet-6pdz-wvty-iedlso2j8pby,BOOKING,04/04/2021,04/04/2021 15:33,05/04/2021 15:31,05/04/2021,05/04/2021 15:30,05/04/2021 15:40,ENDED,Live expert booking - All Goods,22858,05/04/2021 15:29,05/04/2021 15:29,1,05/04/2021 15:43,1,05/04/2021 15:30,,1,Booking - Successful call,754,4,3.33,3,3,4,NO,,,
9598240,0byeqera-paw7-a7yv-rlax-hw3sqo5gafr3,BOOKING,04/04/2021,04/04/2021 18:14,05/04/2021 18:17,05/04/2021,05/04/2021 18:15,05/04/2021 18:25,ENDED,Live expert booking - All Goods,21556,05/04/2021 18:15,"2021-04-05 18:15:36, 2021-04-05 18:16:30",2,"2021-04-05 18:16:20, 2021-04-05 18:19:23",1,05/04/2021 18:16,,1,Booking - Successful call,141,3,,,,,NO,,,
9599249,sv20zdof-ve84-jtpe-atjs-6cb11m6kt09y,BOOKING,04/04/2021,04/04/2021 23:33,06/04/2021 10:15,06/04/2021,06/04/2021 10:15,06/04/2021 10:25,ENDED,Live expert booking - All Goods,22337,06/04/2021 10:14,06/04/2021 10:14,1,06/04/2021 10:24,1,06/04/2021 10:15,,1,Booking - Successful call,553,3,,,,,NO,,,
9607597,14xqjr3j-38l2-9prt-qa5w-5v5s15x3fc9r,BOOKING,05/04/2021,05/04/2021 12:37,06/04/2021 12:51,06/04/2021,06/04/2021 12:45,06/04/2021 13:00,ENDED,Live expert booking - All Goods,22337,06/04/2021 12:44,06/04/2021 12:44,1,06/04/2021 13:17,4,"2021-04-06 12:46:13, 2021-04-06 12:47:41, 2021-04-06 12:50:10, 2021-04-06 12:51:33",06/04/2021 13:17,1,Booking - Successful call,1560,3,5,5,5,5,NO,,,
9615636,hxhws14o-22d6-082v-hvht-b4awnev1uwbc,BOOKING,05/04/2021,05/04/2021 16:11,06/04/2021 18:32,06/04/2021,06/04/2021 18:30,06/04/2021 18:40,ENDED,Live expert booking - All Goods,21998,06/04/2021 18:24,"2021-04-06 18:24:52, 2021-04-06 18:31:59",2,"2021-04-06 18:31:55, 2021-04-06 18:35:20",1,06/04/2021 18:32,,1,Booking - Successful call,191,3,4,3,5,4,NO,,,
9617847,bz9yab0w-dlw3-ii0w-3kzf-yj8n5tkly4fr,BOOKING,05/04/2021,05/04/2021 17:16,06/04/2021 17:18,06/04/2021,06/04/2021 17:30,06/04/2021 17:45,ENDED,Live expert booking - All Goods,22852,06/04/2021 17:13,"2021-04-06 17:13:59, 2021-04-06 17:15:16, 2021-04-06 17:15:58, 2021-04-06 17:17:32",4,"2021-04-06 17:15:13, 2021-04-06 17:15:48, 2021-04-06 17:17:17, 2021-04-06 17:18:14",3,"2021-04-06 17:13:00, 2021-04-06 17:16:06, 2021-04-06 17:18:03",,1,Booking - Successful call,6,1,,,,,NO,,,
9626843,cjtfedzu-h1gx-07r1-wvrx-07qcpamyj3iu,BOOKING,06/04/2021,06/04/2021 09:18,07/04/2021 10:19,07/04/2021,07/04/2021 10:15,07/04/2021 10:25,ENDED,Live expert booking - All Goods,22851,07/04/2021 10:13,07/04/2021 10:13,1,07/04/2021 10:19,1,07/04/2021 10:19,,0,Booking - Successful call,14,1,,,,,NO,,,
9640962,awgpcd4r-cplo-oagm-tdrm-yt6t81vrvwxq,BOOKING,06/04/2021,06/04/2021 14:56,09/04/2021 14:58,09/04/2021,09/04/2021 15:00,09/04/2021 15:10,ENDED,Live expert booking - All Goods,22017,09/04/2021 14:57,09/04/2021 14:57,1,09/04/2021 15:23,1,09/04/2021 14:58,09/04/2021 15:23,1,Booking - Successful call,1514,4,4.67,5,4,5,NO,,,
9641901,49blyq4f-kp6k-hk9n-x4rn-iq6y4qc0d8x2,BOOKING,06/04/2021,06/04/2021 15:14,07/04/2021 17:59,07/04/2021,07/04/2021 18:00,07/04/2021 18:10,ENDED,Live expert booking - All Goods,22017,07/04/2021 17:59,07/04/2021 17:59,1,07/04/2021 18:27,1,07/04/2021 17:57,,1,Booking - Successful call,1679,3,5,5,5,5,NO,,,
9643521,2i770dn7-p1lc-oa4j-2qcs-gl3cg803al3u,BOOKING,06/04/2021,06/04/2021 15:44,07/04/2021 15:44,07/04/2021,07/04/2021 15:45,07/04/2021 15:55,ENDED,Live expert booking - All Goods,22017,07/04/2021 15:41,07/04/2021 15:41,1,07/04/2021 16:21,2,"2021-04-07 15:42:25, 2021-04-07 15:44:20",07/04/2021 15:43,1,Booking - Successful call,2235,3,5,5,5,5,NO,,,
9653772,rfht0s4n-c7bg-dzl8-0roa-x7431y8qcpp0,BOOKING,06/04/2021,06/04/2021 20:33,08/04/2021 12:01,08/04/2021,08/04/2021 12:00,08/04/2021 12:10,ENDED,Live expert booking - All Goods,22854,08/04/2021 11:43,"2021-04-08 11:43:42, 2021-04-08 11:56:16, 2021-04-08 11:58:41",3,"2021-04-08 11:43:45, 2021-04-08 11:56:22, 2021-04-08 12:02:46",1,08/04/2021 12:01,,0,Booking - Successful call,59,3,,,,,NO,,,
9660199,vs1wvibe-0jnw-9b6r-djtz-04busr2cj9xs,BOOKING,07/04/2021,07/04/2021 10:04,08/04/2021 12:46,08/04/2021,08/04/2021 12:45,08/04/2021 13:00,ENDED,Live expert booking - All Goods,22853,08/04/2021 12:45,"2021-04-08 12:45:14, 2021-04-08 12:53:12",2,"2021-04-08 12:52:41, 2021-04-08 12:53:15",4,"2021-04-07 12:47:53, 2021-04-07 13:14:36, 2021-04-07 13:15:24, 2021-04-08 12:45:57","2021-04-07 13:06:52, 2021-04-07 13:15:00, 2021-04-07 13:23:38",1,Booking - Successful call,434,3,5,5,5,5,NO,,,
9665466,hstfsl0q-jnbr-hr6k-zl0e-iz44wh9e3ryb,BOOKING,07/04/2021,07/04/2021 12:02,08/04/2021 11:59,08/04/2021,08/04/2021 12:00,08/04/2021 12:15,ENDED,Live expert booking - All Goods,22853,08/04/2021 11:59,"2021-04-08 11:59:28, 2021-04-08 12:02:04",2,"2021-04-08 12:01:59, 2021-04-08 12:02:06",1,08/04/2021 11:57,,1,Booking - Successful call,156,3,4,4,3,5,NO,,,
9671204,6v47xzml-csr5-0kv0-hn9b-vgprw2sy7462,BOOKING,07/04/2021,07/04/2021 14:09,08/04/2021 17:01,08/04/2021,08/04/2021 17:00,08/04/2021 17:10,ENDED,Live expert booking - All Goods,21556,08/04/2021 17:01,"2021-04-08 17:01:23, 2021-04-08 17:09:59",2,"2021-04-08 17:09:17, 2021-04-08 17:10:22",1,08/04/2021 17:00,,1,Booking - Successful call,396,,,,,,NO,,,
9680279,y4f14c12-0s1a-f8d0-hi99-31jj7s6lwf04,BOOKING,07/04/2021,07/04/2021 17:31,08/04/2021 17:33,08/04/2021,08/04/2021 17:30,08/04/2021 17:40,ENDED,Live expert booking - All Goods,21556,08/04/2021 17:33,"2021-04-08 17:33:02, 2021-04-08 17:33:31",2,"2021-04-08 17:33:23, 2021-04-08 17:52:24",7,"2021-04-08 17:27:24, 2021-04-08 17:28:39, 2021-04-08 17:29:27, 2021-04-08 17:30:04, 2021-04-08 17:31:01, 2021-04-08 17:32:45, 2021-04-08 17:33:54",08/04/2021 17:52,1,Booking - Successful call,0,3,,,,,NO,,,
9680284,a4goy5kz-327k-2jws-2bs6-kjmm7ribcclg,BOOKING,07/04/2021,07/04/2021 17:31,09/04/2021 10:18,09/04/2021,09/04/2021 10:15,09/04/2021 10:25,ENDED,Live expert booking - All Goods,22017,09/04/2021 10:13,09/04/2021 10:13,1,09/04/2021 10:25,1,09/04/2021 10:18,,1,Booking - Successful call,448,3,3,3,3,3,NO,,,
9680405,1ky41068-llul-2w17-36kp-ndke7csfpe9c,BOOKING,07/04/2021,07/04/2021 17:35,08/04/2021 17:59,08/04/2021,08/04/2021 18:00,08/04/2021 18:10,ENDED,Live expert booking - All Goods,22337,08/04/2021 17:59,08/04/2021 17:59,1,08/04/2021 18:29,1,08/04/2021 17:58,,1,Booking - Successful call,1797,3,,,,,NO,,,
9686595,46gzhsm1-btw4-le50-u3xs-aefd7k8scysg,BOOKING,07/04/2021,07/04/2021 22:29,10/04/2021 10:15,10/04/2021,10/04/2021 10:15,10/04/2021 10:25,ENDED,Live expert booking - All Goods,22337,10/04/2021 10:14,10/04/2021 10:14,1,10/04/2021 10:27,2,"2021-04-10 10:15:45, 2021-04-10 10:16:41",,0,Booking - Successful call,56,1,4.33,5,3,5,NO,,,
9700631,351m6dkj-7obe-os4b-3y1n-6nl2ltj0b0je,BOOKING,08/04/2021,08/04/2021 14:08,10/04/2021 11:48,10/04/2021,10/04/2021 11:45,10/04/2021 11:55,ENDED,Live expert booking - All Goods,22017,10/04/2021 11:44,10/04/2021 11:44,1,10/04/2021 12:00,1,10/04/2021 11:48,10/04/2021 11:59,0,Booking - Successful call,704,4,5,5,5,5,NO,,,
9704202,l24shmje-ey9i-wvet-r4e6-3w7fn0q3ff2x,BOOKING,08/04/2021,08/04/2021 15:32,09/04/2021 17:49,09/04/2021,09/04/2021 17:45,09/04/2021 18:00,ENDED,Live expert booking - All Goods,22017,09/04/2021 17:49,09/04/2021 17:49,1,09/04/2021 18:13,1,09/04/2021 17:47,,1,Booking - Successful call,1449,3,,,,,NO,,,
9715875,k10iok2l-444u-1fux-6a7v-7ezi2oqne7d7,BOOKING,09/04/2021,09/04/2021 08:06,10/04/2021 10:15,10/04/2021,10/04/2021 10:15,10/04/2021 10:25,ENDED,Live expert booking - All Goods,21557,10/04/2021 10:14,10/04/2021 10:14,1,10/04/2021 10:20,1,10/04/2021 10:15,,0,Booking - Successful call,279,4,,,,,NO,,,
9724754,z95tzdiz-lubl-9s8a-bgbd-wt17m75nb84w,BOOKING,09/04/2021,09/04/2021 13:22,10/04/2021 17:14,10/04/2021,10/04/2021 17:15,10/04/2021 17:25,ENDED,Live expert booking - All Goods,21998,10/04/2021 17:10,10/04/2021 17:10,1,10/04/2021 17:21,1,10/04/2021 17:14,,1,Booking - Successful call,439,3,4.67,5,4,5,NO,,,
9744835,22uc856r-hbhh-a0x4-s43e-wht0vg82kqjq,BOOKING,10/04/2021,10/04/2021 11:07,11/04/2021 12:05,11/04/2021,11/04/2021 12:00,11/04/2021 12:20,ENDED,Live expert booking - All Goods,22852,11/04/2021 12:05,11/04/2021 12:05,1,11/04/2021 12:30,2,"2021-04-11 12:02:17, 2021-04-11 12:03:51",11/04/2021 12:30,1,Booking - Successful call,1477,3,4.33,5,3,5,NO,,,
9746889,eamxoneb-i9ta-hf5p-7eiz-zzra8szh165m,BOOKING,10/04/2021,10/04/2021 12:05,14/04/2021 10:14,14/04/2021,14/04/2021 10:15,14/04/2021 10:30,ENDED,Live expert booking - All Goods,22854,14/04/2021 10:14,14/04/2021 10:14,1,14/04/2021 10:24,2,"2021-04-14 10:13:16, 2021-04-14 10:16:04",14/04/2021 10:24,1,Booking - Successful call,59,3,2.33,1,1,5,NO,,,
9763304,loummo58-63t1-ew0j-m1ne-k2bgbc8siw8n,BOOKING,11/04/2021,11/04/2021 07:24,12/04/2021 10:14,12/04/2021,12/04/2021 10:15,12/04/2021 10:30,ENDED,Live expert booking - All Goods,22854,12/04/2021 10:14,12/04/2021 10:14,1,12/04/2021 10:22,1,12/04/2021 10:14,12/04/2021 10:22,1,Booking - Successful call,504,1,4,4,3,5,NO,,,
9775501,swc8f91j-n5ud-tkq6-1ywl-bsk9iwae0t2w,BOOKING,11/04/2021,11/04/2021 16:55,12/04/2021 17:21,12/04/2021,12/04/2021 17:15,12/04/2021 17:30,ENDED,Live expert booking - All Goods,22858,12/04/2021 17:21,12/04/2021 17:21,1,12/04/2021 17:34,1,12/04/2021 17:15,12/04/2021 17:34,1,Booking - Successful call,825,3,,,,,NO,,,
9776807,0vr761nq-30gv-32ks-whz0-nn96t9ff4tue,BOOKING,11/04/2021,11/04/2021 18:15,12/04/2021 18:16,12/04/2021,12/04/2021 18:15,12/04/2021 18:25,ENDED,Live expert booking - All Goods,22858,12/04/2021 18:11,12/04/2021 18:11,1,12/04/2021 18:17,1,12/04/2021 18:16,12/04/2021 18:17,1,Booking - Successful call,89,3,,,,,NO,,,
9779304,gkte9xjh-rybq-vx3d-6gjz-v117iijuu0tg,BOOKING,11/04/2021,11/04/2021 21:48,13/04/2021 16:05,13/04/2021,13/04/2021 16:00,13/04/2021 16:20,ENDED,Live expert booking - All Goods,22852,13/04/2021 16:05,13/04/2021 16:05,1,13/04/2021 16:15,2,"2021-04-13 15:59:24, 2021-04-13 16:04:02",13/04/2021 16:15,1,Booking - Successful call,0,3,,,,,NO,,,
9779403,ieb8dd50-6nsq-mddq-9a0h-6yfdnndi5xwx,BOOKING,11/04/2021,11/04/2021 22:04,13/04/2021 10:17,13/04/2021,13/04/2021 10:15,13/04/2021 10:25,ENDED,Live expert booking - All Goods,22851,13/04/2021 10:10,13/04/2021 10:10,1,13/04/2021 10:22,1,13/04/2021 10:17,,1,Booking - Successful call,302,3,5,5,5,5,NO,,,
9782230,o4vv8xd8-ikrq-5uad-2qg1-p2x1m771bumg,BOOKING,12/04/2021,12/04/2021 09:22,13/04/2021 17:01,13/04/2021,13/04/2021 17:00,13/04/2021 17:10,ENDED,Live expert booking - All Goods,21998,13/04/2021 16:56,13/04/2021 16:56,1,13/04/2021 17:11,1,13/04/2021 17:01,,1,Booking - Successful call,596,3,4.67,4,5,5,NO,,,
9800913,jiagqvz7-r7ev-0xx7-b0d5-yq8312qwd05f,BOOKING,12/04/2021,12/04/2021 17:23,14/04/2021 17:54,14/04/2021,14/04/2021 17:45,14/04/2021 18:00,ENDED,Live expert booking - All Goods,22017,14/04/2021 17:44,14/04/2021 17:44,1,14/04/2021 18:14,3,"2021-04-14 17:48:20, 2021-04-14 17:53:39, 2021-04-14 17:54:50",,1,Booking - Successful call,1171,4,5,5,5,5,NO,,,
9812896,x5dntc8e-9sao-hz87-ildv-k4sb0ex8od9q,BOOKING,13/04/2021,13/04/2021 11:12,14/04/2021 11:17,14/04/2021,14/04/2021 11:15,14/04/2021 11:25,ENDED,Live expert booking - All Goods,22854,14/04/2021 11:15,14/04/2021 11:15,1,14/04/2021 11:19,1,14/04/2021 11:17,,1,Booking - Successful call,124,1,1,1,1,1,NO,,,
9828598,cena90tc-vh5k-36p3-898f-02w0p6tlao42,BOOKING,13/04/2021,13/04/2021 19:13,15/04/2021 10:15,15/04/2021,15/04/2021 10:15,15/04/2021 10:25,ENDED,Live expert booking - All Goods,21557,15/04/2021 10:13,15/04/2021 10:13,1,15/04/2021 10:21,1,15/04/2021 10:15,15/04/2021 10:21,1,Booking - Successful call,331,3,5,5,5,5,NO,,,
9833275,pjbhljcg-5ny1-741a-oaf7-arlk6ws39n40,BOOKING,14/04/2021,14/04/2021 08:42,15/04/2021 10:16,15/04/2021,15/04/2021 10:15,15/04/2021 10:25,ENDED,Live expert booking - All Goods,22851,15/04/2021 10:12,15/04/2021 10:12,1,15/04/2021 10:41,1,15/04/2021 10:16,15/04/2021 10:41,0,Booking - Successful call,1532,3,,,,,NO,,,
9850230,dji2vlrc-tubs-shaf-i65e-v20jyh323ozm,BOOKING,14/04/2021,14/04/2021 18:09,17/04/2021 13:19,17/04/2021,17/04/2021 13:15,17/04/2021 13:25,ENDED,Live expert booking - All Goods,22853,17/04/2021 13:18,17/04/2021 13:18,1,17/04/2021 13:32,1,17/04/2021 13:19,,1,Booking - Successful call,757,3,5,5,5,5,NO,,,
9856630,s7p43vcp-a4he-5ggt-3qd0-guos4aj7w0w4,BOOKING,15/04/2021,15/04/2021 08:55,16/04/2021 10:16,16/04/2021,16/04/2021 10:15,16/04/2021 10:30,ENDED,Live expert booking - All Goods,21557,16/04/2021 10:16,16/04/2021 10:16,1,16/04/2021 10:22,1,16/04/2021 10:16,16/04/2021 10:21,1,Booking - Successful call,327,4,,,,,NO,,,
9863853,quq1wsum-0bys-x97o-i3lk-77rip9np5sjp,BOOKING,15/04/2021,15/04/2021 12:42,16/04/2021 14:00,16/04/2021,16/04/2021 14:00,16/04/2021 14:10,ENDED,Live expert booking - All Goods,22853,16/04/2021 14:00,16/04/2021 14:00,1,16/04/2021 14:10,1,16/04/2021 14:00,,0,Booking - Successful call,582,3,,,,,NO,,,
